10490,6
12842,8
8369,8
9973,8
3703,8
8344,11
10517,13
10786,19
7427,21
2591,21
2195,21
11627,25
12758,25
3142,25
4866,25
6679,25
3506,26
5550,27
12497,28
5091,29
2936,29
7185,29
10083,29
12766,29
6793,29
4016,29
738,29
12852,29
9519,29
4171,29
7343,29
9521,29
273,29
13477,29
13524,29
4134,29
7485,29
9872,29
10618,29
468,29
9043,29
5714,29
8156,31
12940,33
2785,35
3820,36
9385,36
9429,37
10052,37
12844,39
10069,41
9027,41
4532,42
1423,43
3575,44
1049,47
7669,49
97,51
4370,52
11191,52
4769,53
9367,57
6656,59
10837,59
6490,59
12100,59
2625,59
12502,59
5500,60
7154,61
1520,61
13125,61
5089,62
1724,68
10861,76
2014,76
7022,76
4811,76
11867,76
10237,76
11583,76
2773,76
1139,76
5789,76
4745,76
5211,76
6350,76
5356,76
7384,76
2293,78
12212,79
11173,81
8280,86
9485,89
5960,89
10509,89
9514,94
8100,95
8184,97
10838,97
12242,97
428,97
9057,97
11550,97
3301,97
2910,97
374,97
8032,97
6835,97
8004,97
5106,97
10711,97
7627,97
4699,97
95,97
4790,97
12028,97
9869,97
11544,97
264,97
8584,97
3080,97
11252,97
2987,97
5305,97
8232,97
463,97
3347,99
13394,99
1373,102
2428,102
4451,103
5942,103
7644,108
7075,109
9185,112
7578,112
4287,112
6552,112
3505,112
112,114
13532,118
2416,118
8623,118
11261,118
518,118
8729,118
7490,118
3701,118
377,118
4382,119
8168,119
716,119
11029,119
5981,119
2147,119
4652,119
8016,129
11899,130
13230,131
6118,132
11511,134
1811,134
12567,136
6758,136
762,136
3868,136
8392,136
9892,137
5665,137
7322,137
2943,137
13584,137
6937,137
9531,137
8044,137
5214,137
5860,137
12074,137
5445,137
4463,138
13502,140
3386,140
7165,140
13221,140
4671,140
8646,140
11746,140
2483,140
9824,140
10706,140
2341,140
5136,140
12005,140
7127,140
6774,140
10327,140
9439,140
12098,140
12905,140
9463,140
11654,140
12220,140
11841,140
13504,140
10010,140
11937,140
6951,140
3407,140
12018,140
13651,140
7754,140
6899,140
11358,140
10993,140
7391,140
8259,140
7472,140
4776,140
10701,140
12221,140
12691,140
4896,140
3362,140
2107,140
11896,140
11328,140
2819,140
3396,140
9955,140
9378,140
9437,140
7607,140
6722,140
1838,140
5192,140
5197,140
3240,140
3763,140
8565,140
10585,140
4127,140
6357,140
8931,140
10003,140
3344,140
6982,140
6319,140
10806,140
3755,140
565,140
6667,140
2436,140
5814,140
3330,140
7130,140
10671,140
9638,140
11957,140
5095,140
11606,140
5080,140
11998,140
6132,140
5215,140
6303,140
9889,140
8586,140
8523,140
6959,140
9962,140
6833,140
4450,140
8576,140
5303,140
6167,140
4728,140
11023,140
256,140
2974,140
3649,140
7922,140
6298,140
5203,140
3616,140
8981,140
10027,140
736,140
13085,140
8694,140
529,140
1204,140
503,140
13424,140
2221,140
3828,140
13177,140
12270,140
4948,140
5548,140
8570,140
12241,140
10851,140
12209,140
11080,140
8080,140
5104,140
9893,140
1363,140
11911,140
3166,140
7820,140
5570,140
9434,140
1212,140
12240,140
11011,140
12952,140
3677,140
9466,140
3470,140
1118,140
10204,140
9812,140
12906,140
13485,140
8840,140
12208,140
10188,140
8734,140
6156,140
12169,140
3539,140
3466,140
2302,140
11741,140
10642,140
11510,140
6559,140
8350,140
1220,140
11036,140
12551,140
2105,140
12183,140
8458,140
4757,140
2580,140
3335,140
11071,140
4741,140
8751,140
5821,140
5958,140
849,140
10230,140
6700,140
2669,140
9683,140
10488,140
2534,140
8351,140
7296,140
12572,140
10172,140
10071,140
12073,140
8561,140
2765,140
9117,140
10123,140
2531,140
5216,140
3775,140
11529,143
6317,145
6930,148
6931,148
6025,150
4223,155
6209,158
1162,161
9913,163
10456,163
4636,163
9879,164
2370,164
10947,164
11249,164
10087,164
5974,164
710,164
3443,165
11007,166
10922,166
7931,166
1340,167
1047,167
6367,167
258,168
172,170
7843,171
11535,171
7222,172
8917,172
6097,172
364,173
564,174
1055,176
281,176
7281,177
9559,177
12159,177
11561,177
2737,177
3908,177
2185,177
4100,177
8430,177
10328,177
1381,177
10337,179
5497,182
181,182
2366,182
3370,184
12533,184
5756,184
8355,185
8804,187
7174,188
8618,190
6838,192
4257,192
6871,192
5803,193
9273,196
12843,199
8890,199
6488,200
399,202
1837,211
539,214
8111,215
267,215
11385,215
5399,215
5725,215
3619,215
2877,223
7150,223
363,225
2036,225
11936,225
13602,225
455,225
1618,225
1923,225
10917,225
5042,225
12849,225
1411,225
7982,225
4267,225
6365,225
12621,225
3736,225
6202,225
5693,225
7579,225
8700,225
7416,225
5157,225
1934,225
13129,225
10892,225
12116,225
6295,225
11095,225
3298,225
5461,225
10957,225
10474,225
6249,225
10640,225
11048,225
8247,225
3188,225
9947,225
10688,225
3190,225
13380,225
10240,225
156,225
9931,225
2057,225
8598,225
5815,226
10849,226
3848,229
2051,231
13291,233
3216,233
7291,233
4483,233
8196,234
6998,239
9187,239
8794,239
9049,239
9005,239
4198,239
11560,239
5140,239
